"product_id","product_name","product_category","total_reviews","avg_rating","min_rating","max_rating","total_orders","total_quantity_sold","total_revenue","rating_segment"
895,"Hardcover LightPink 853","Books",8,3.38,2,5,51,65,2980.25,"Average"
896,"Paperback MediumSeaGreen 799","Books",20,3.85,1,5,99,134,1015.72,"Average"
897,"Paperback Brown 781","Books",14,4.21,3,5,91,119,861.56,"Good"
898,"E-book LightGray 133","Books",14,4.00,2,5,83,102,2207.28,"Good"
899,"E-book MediumAquaMarine 806","Books",16,4.31,3,5,86,112,1571.36,"Good"
900,"Hardcover LightSalmon 337","Books",19,3.58,1,5,105,148,707.44,"Average"
901,"E-book Lime 120","Books",12,4.00,3,5,73,94,2183.62,"Good"
902,"Hardcover AliceBlue 999","Books",11,3.82,1,5,52,70,3469.90,"Average"
903,"Hardcover Coral 239","Books",16,4.19,3,5,90,125,1082.50,"Good"
904,"E-book Bisque 801","Books",16,3.94,2,5,76,106,2452.84,"Average"
905,"E-book Lavender 612","Books",14,4.14,1,5,84,121,1203.95,"Good"
906,"Hardcover DarkMagenta 179","Books",18,3.78,1,5,80,113,3153.83,"Average"
907,"Paperback Sienna 329","Books",9,3.11,1,5,45,53,2576.33,"Average"
908,"E-book SeaGreen 115","Books",21,3.76,1,5,106,141,902.40,"Average"
909,"Paperback OliveDrab 301","Books",23,4.00,1,5,90,122,1908.08,"Good"
910,"E-book LightCoral 471","Books",18,4.17,2,5,89,120,630.00,"Good"
911,"Paperback Plum 768","Books",12,4.17,3,5,100,141,493.50,"Good"
912,"Paperback Snow 806","Books",14,4.29,2,5,81,99,2828.43,"Good"
913,"Paperback DarkSeaGreen 834","Books",15,3.53,1,5,63,85,4179.45,"Average"
914,"Paperback SpringGreen 529","Books",16,4.25,3,5,80,112,2438.24,"Good"
915,"Paperback Gainsboro 494","Books",8,4.13,1,5,43,55,2680.15,"Good"
916,"Paperback Aqua 750","Books",10,3.90,1,5,57,78,3180.84,"Average"
917,"Hardcover LimeGreen 360","Books",12,3.83,1,5,67,96,1367.04,"Average"
918,"E-book DeepPink 346","Books",13,4.08,2,5,74,95,3012.45,"Good"
919,"Hardcover LavenderBlush 735","Books",12,4.25,2,5,64,82,2802.76,"Good"
920,"Hardcover MediumOrchid 810","Books",10,4.30,3,5,43,53,2422.10,"Good"
921,"E-book MediumAquaMarine 662","Books",13,4.08,3,5,65,77,1405.25,"Good"
922,"E-book Salmon 100","Books",15,3.47,1,5,80,97,1729.51,"Average"
923,"Paperback MistyRose 622","Books",7,3.29,1,5,69,95,3616.65,"Average"
924,"Paperback Cyan 340","Books",10,3.70,2,5,75,111,3423.24,"Average"
925,"E-book Thistle 463","Books",13,4.31,2,5,66,90,3617.10,"Good"
926,"E-book Gray 372","Books",13,3.92,1,5,108,160,961.60,"Average"
927,"E-book OrangeRed 173","Books",7,3.86,1,5,57,76,2584.00,"Average"
928,"E-book DimGray 727","Books",12,3.42,2,5,57,67,2711.49,"Average"
929,"Paperback LightBlue 978","Books",23,3.70,2,5,87,120,1839.60,"Average"
930,"E-book PaleTurquoise 684","Books",15,3.47,2,5,68,91,1760.85,"Average"
931,"Hardcover Coral 875","Books",7,4.14,2,5,45,54,2698.38,"Good"
932,"E-book BlanchedAlmond 273","Books",13,4.08,1,5,62,95,1910.45,"Good"
933,"Paperback SkyBlue 941","Books",20,3.95,1,5,88,115,1635.30,"Average"
934,"E-book YellowGreen 947","Books",21,3.76,1,5,85,100,2463.00,"Average"
935,"E-book MediumOrchid 490","Books",10,3.80,2,5,45,65,2846.35,"Average"
936,"Paperback DodgerBlue 225","Books",11,3.91,2,5,61,79,3326.69,"Average"
937,"Paperback Pink 205","Books",13,4.00,1,5,75,94,961.62,"Good"
938,"Paperback DarkKhaki 633","Books",23,4.26,1,5,96,124,2450.24,"Good"
939,"Paperback Cornsilk 505","Books",13,3.77,1,5,60,76,1845.28,"Average"
940,"Paperback LightGray 560","Books",6,4.67,4,5,45,60,2991.60,"Highly Rated"
941,"E-book DarkBlue 877","Books",18,3.89,1,5,76,87,2216.76,"Average"
942,"E-book HoneyDew 475","Books",18,3.94,2,5,95,130,1305.20,"Average"
943,"Paperback DarkGray 479","Books",15,4.27,2,5,79,92,2527.24,"Good"
944,"E-book PeachPuff 118","Books",24,4.17,1,5,110,151,2865.98,"Good"
945,"E-book SpringGreen 159","Books",21,4.29,2,5,101,136,1691.84,"Good"
946,"E-book RosyBrown 381","Books",19,3.89,2,5,95,118,1344.02,"Average"
947,"Paperback ForestGreen 548","Books",14,3.57,1,5,64,83,1245.83,"Average"
948,"Hardcover Lavender 190","Books",12,4.50,3,5,71,93,2574.24,"Highly Rated"
949,"Hardcover DarkSlateBlue 397","Books",12,4.42,2,5,99,140,1264.20,"Good"
950,"E-book PapayaWhip 834","Books",7,3.14,1,5,52,59,2342.89,"Average"
951,"Paperback Salmon 871","Books",14,3.79,2,5,63,82,1694.12,"Average"
952,"Paperback LavenderBlush 722","Books",10,3.60,3,4,57,74,3594.92,"Average"
953,"Paperback WhiteSmoke 692","Books",16,4.00,2,5,88,109,2132.04,"Good"
954,"Hardcover DarkRed 972","Books",12,3.83,1,5,65,81,3764.07,"Average"
955,"E-book LightYellow 308","Books",7,3.57,1,5,52,64,1937.28,"Average"
956,"Paperback LightYellow 556","Books",6,3.33,2,4,41,48,2084.64,"Average"
957,"Paperback LightSeaGreen 758","Books",16,4.06,2,5,77,95,2040.60,"Good"
958,"Hardcover LightGreen 573","Books",23,3.83,1,5,100,114,919.98,"Average"
959,"E-book Navy 584","Books",14,3.71,1,5,57,68,2887.28,"Average"
960,"Hardcover LightCyan 603","Books",5,4.40,4,5,47,62,2780.70,"Good"
961,"Hardcover LightGoldenRodYellow 786","Books",10,4.10,2,5,65,78,2109.90,"Good"
962,"Hardcover Gray 141","Books",16,4.19,2,5,65,89,3364.20,"Good"
963,"E-book Purple 496","Books",13,4.23,3,5,85,111,1867.02,"Good"
964,"Paperback LightBlue 178","Books",14,4.14,2,5,91,107,914.85,"Good"
965,"E-book GhostWhite 190","Books",11,4.09,2,5,57,80,3313.60,"Good"
966,"Hardcover LemonChiffon 797","Books",8,2.75,1,5,66,95,2805.35,"Needs Attention"
967,"Hardcover LavenderBlush 156","Books",17,3.65,1,5,59,79,2877.18,"Average"
968,"E-book DeepSkyBlue 697","Books",11,4.18,3,5,59,85,3015.80,"Good"
969,"Hardcover LightSkyBlue 992","Books",12,3.08,1,5,56,76,3793.16,"Average"
970,"E-book Gold 630","Books",14,4.50,3,5,88,110,1082.40,"Highly Rated"
971,"Hardcover MediumOrchid 632","Books",20,3.80,1,5,98,133,1562.75,"Average"
972,"Paperback Coral 779","Books",17,3.59,1,5,103,146,1032.22,"Average"
973,"Paperback Orchid 530","Books",10,3.90,1,5,70,79,2300.48,"Average"
974,"E-book LightCoral 987","Books",21,4.00,2,5,104,124,669.60,"Good"
975,"Paperback LemonChiffon 363","Books",12,3.58,1,5,53,63,2563.47,"Average"
976,"Paperback Tan 649","Books",16,3.94,2,5,85,99,1236.51,"Average"
977,"E-book Violet 600","Books",15,3.60,1,5,78,100,2057.00,"Average"
978,"E-book Lavender 920","Books",11,4.09,3,5,60,84,2556.96,"Good"
979,"Paperback DarkGreen 669","Books",21,3.76,1,5,98,124,1538.84,"Average"
980,"E-book SandyBrown 645","Books",11,3.55,2,5,90,122,658.80,"Average"
981,"Hardcover Blue 431","Books",19,4.11,1,5,98,134,2977.48,"Good"
982,"Hardcover DarkKhaki 398","Books",13,3.69,1,5,87,109,1728.74,"Average"
983,"Hardcover AntiqueWhite 706","Books",13,3.85,1,5,57,70,2548.00,"Average"
984,"E-book Sienna 555","Books",24,4.13,2,5,79,103,2510.11,"Good"
985,"Hardcover Lavender 544","Books",6,4.00,1,5,51,65,2877.55,"Good"
986,"E-book RosyBrown 173","Books",12,3.92,2,5,82,89,787.65,"Average"
987,"E-book Navy 838","Books",18,3.78,1,5,87,114,3006.18,"Average"
988,"E-book BlueViolet 326","Books",13,4.08,3,5,64,73,2748.45,"Good"
989,"E-book LightYellow 921","Books",16,4.00,2,5,72,92,3391.12,"Good"
990,"Hardcover Lavender 896","Books",11,3.73,3,5,70,90,2530.80,"Average"
991,"E-book DarkOrchid 197","Books",17,3.82,2,5,102,124,1577.28,"Average"
992,"Hardcover BurlyWood 524","Books",13,3.77,2,5,56,65,2590.90,"Average"
993,"Hardcover Gold 553","Books",8,4.25,3,5,63,85,2887.45,"Good"
994,"E-book GoldenRod 812","Books",13,3.92,2,5,72,89,2043.44,"Average"
995,"Hardcover Crimson 400","Books",20,3.80,1,5,81,106,525.76,"Average"
996,"Hardcover Navy 823","Books",13,4.08,2,5,55,65,2867.15,"Good"
997,"E-book Thistle 364","Books",9,4.22,3,5,56,70,2576.70,"Good"
998,"Paperback Fuchsia 918","Books",15,3.80,1,5,74,105,3022.95,"Average"
999,"E-book RosyBrown 133","Books",11,3.45,1,5,61,81,3973.86,"Average"
1000,"Paperback LightGoldenRodYellow 328","Books",13,3.92,2,5,71,89,1856.54,"Average"
1001,"E-book AntiqueWhite 575","Books",14,4.43,2,5,68,95,2721.75,"Good"
1002,"Hardcover DarkMagenta 795","Books",8,4.00,3,5,58,60,2233.80,"Good"
1003,"Paperback MediumVioletRed 225","Books",12,3.83,1,5,87,125,1047.50,"Average"
1004,"E-book IndianRed 636","Books",10,4.10,3,5,59,78,3619.20,"Good"
1005,"E-book Blue 118","Books",15,3.73,2,5,106,141,906.63,"Average"
1006,"Paperback NavajoWhite 305","Books",11,4.00,2,5,58,71,3180.80,"Good"
1007,"Paperback MediumSpringGreen 697","Books",13,4.08,3,5,104,136,2197.76,"Good"
1008,"E-book DarkTurquoise 581","Books",8,4.63,4,5,60,80,3083.20,"Highly Rated"
1009,"Paperback Brown 332","Books",11,3.55,1,5,64,78,3049.02,"Average"
1010,"E-book GreenYellow 713","Books",13,4.00,1,5,63,84,3902.64,"Good"
1011,"Hardcover LightCyan 255","Books",14,3.57,1,5,58,76,3683.72,"Average"
1012,"E-book Blue 458","Books",19,3.95,1,5,94,134,2291.40,"Average"
1013,"Paperback GreenYellow 472","Books",14,3.50,1,5,63,95,2432.95,"Average"
1014,"Hardcover Aqua 928","Books",20,4.05,1,5,85,105,855.75,"Good"
1015,"Hardcover MediumOrchid 864","Books",3,3.00,2,4,59,76,2812.76,"Average"
1016,"E-book PaleTurquoise 502","Books",23,3.70,1,5,88,116,963.96,"Average"
1017,"Paperback Navy 693","Books",15,3.87,2,5,100,129,605.01,"Average"
1018,"Hardcover GhostWhite 525","Books",22,3.82,2,5,91,120,2689.20,"Average"
1019,"E-book Magenta 845","Books",5,4.40,4,5,44,56,2371.60,"Good"
1020,"E-book Crimson 778","Books",13,3.62,2,5,61,88,3300.88,"Average"
1021,"Hardcover GreenYellow 994","Books",21,4.00,1,5,83,104,1933.36,"Good"
1022,"Paperback BlanchedAlmond 209","Books",13,4.15,2,5,80,117,2019.42,"Good"
1023,"Hardcover Snow 648","Books",18,3.44,1,5,90,100,850.00,"Average"
1024,"E-book SkyBlue 267","Books",7,3.00,2,5,78,94,801.82,"Average"
1025,"E-book Coral 475","Books",14,3.71,2,5,68,79,2225.43,"Average"
1026,"Hardcover PaleTurquoise 230","Books",9,3.89,2,5,82,116,1893.12,"Average"
1027,"Board Game DarkGreen 345","Toys",8,3.75,3,5,55,69,4124.13,"Average"
1028,"Puzzle Orchid 600","Toys",15,4.20,3,5,104,150,1068.00,"Good"
1029,"Building Blocks DeepSkyBlue 189","Toys",14,4.00,1,5,87,114,2463.54,"Good"
1030,"Board Game White 131","Toys",13,3.77,2,5,85,114,1980.18,"Average"
1031,"Doll DarkGoldenRod 398","Toys",11,4.09,3,5,67,87,3053.70,"Good"
1032,"Building Blocks DodgerBlue 692","Toys",10,3.90,1,5,50,66,4745.40,"Average"
1033,"Board Game Orchid 902","Toys",17,3.76,1,5,86,116,2703.96,"Average"
1034,"Building Blocks LightPink 351","Toys",5,3.00,1,5,47,59,3457.40,"Average"
1035,"Puzzle PaleTurquoise 142","Toys",9,4.11,2,5,56,74,3725.16,"Good"
1036,"Board Game LightSkyBlue 934","Toys",13,4.08,3,5,68,82,4243.50,"Good"
1037,"Action Figure Linen 572","Toys",12,3.92,1,5,69,97,3037.07,"Average"
1038,"Building Blocks PapayaWhip 521","Toys",8,4.00,3,5,38,60,4448.40,"Good"
1039,"Doll CadetBlue 251","Toys",23,3.83,1,5,105,128,1073.92,"Average"
1040,"Building Blocks Magenta 452","Toys",2,4.50,4,5,46,68,3823.64,"Good"
1041,"Board Game MintCream 802","Toys",10,4.10,2,5,95,122,2571.76,"Good"
1042,"Action Figure PapayaWhip 102","Toys",3,2.67,2,3,37,54,3155.76,"Needs Attention"
1043,"Doll PapayaWhip 437","Toys",20,4.20,2,5,98,134,1177.86,"Good"
1044,"Puzzle Azure 303","Toys",13,3.85,1,5,56,77,4743.97,"Average"
1045,"Puzzle Moccasin 194","Toys",7,4.43,3,5,53,73,5006.34,"Good"
1046,"Action Figure Gray 604","Toys",8,3.88,2,5,50,61,2996.93,"Average"
1047,"Doll OrangeRed 410","Toys",13,4.08,3,5,96,124,1982.76,"Good"
1048,"Puzzle PaleGreen 921","Toys",7,3.29,1,5,65,81,4951.53,"Average"
1049,"Building Blocks GreenYellow 755","Toys",15,3.80,1,5,105,135,2455.65,"Average"
1050,"Building Blocks AntiqueWhite 644","Toys",7,3.57,1,5,70,84,2362.08,"Average"
1051,"Puzzle PowderBlue 921","Toys",18,4.44,3,5,85,114,1257.42,"Good"
1052,"Action Figure DimGray 345","Toys",8,3.88,3,5,41,52,3200.60,"Average"
1053,"Board Game Peru 998","Toys",12,4.17,3,5,55,70,3463.60,"Good"
1054,"Doll DarkOrange 827","Toys",13,3.54,1,5,72,109,5291.95,"Average"
1055,"Puzzle DarkGoldenRod 912","Toys",4,3.75,3,4,64,103,3606.03,"Average"
1056,"Action Figure PaleGreen 189","Toys",10,4.20,2,5,46,64,4295.04,"Good"
1057,"Board Game Moccasin 447","Toys",10,3.60,1,5,56,76,4125.28,"Average"
1058,"Building Blocks Salmon 412","Toys",12,3.92,2,5,59,85,6197.35,"Average"
1059,"Puzzle DodgerBlue 213","Toys",16,3.88,2,5,92,112,3161.76,"Average"
1060,"Doll DarkSeaGreen 568","Toys",11,3.82,1,5,64,84,3106.32,"Average"
1061,"Board Game Aquamarine 462","Toys",13,3.46,1,5,79,100,3082.00,"Average"
1062,"Doll CadetBlue 399","Toys",8,3.63,2,5,45,65,4452.50,"Average"
1063,"Action Figure DarkTurquoise 818","Toys",17,3.71,2,5,104,153,1914.03,"Average"
1064,"Doll Orchid 347","Toys",12,3.75,2,5,73,97,3506.55,"Average"
1065,"Puzzle DarkCyan 484","Toys",13,3.92,2,5,92,110,2421.10,"Average"
1066,"Board Game NavajoWhite 254","Toys",8,4.50,4,5,68,81,2822.04,"Highly Rated"
1067,"Action Figure Tan 935","Toys",20,4.10,1,5,87,115,2114.85,"Good"
1068,"Building Blocks FloralWhite 415","Toys",8,4.25,3,5,41,49,3492.23,"Good"
1069,"Doll DarkViolet 909","Toys",17,3.76,1,5,71,103,3045.71,"Average"
1070,"Building Blocks MediumVioletRed 266","Toys",21,4.05,2,5,89,123,2462.46,"Good"
1071,"Doll LightSkyBlue 279","Toys",10,3.40,1,5,65,83,3735.83,"Average"
1072,"Puzzle DodgerBlue 928","Toys",7,4.43,3,5,45,69,5239.17,"Good"
1073,"Action Figure Turquoise 665","Toys",13,3.85,2,5,66,85,5143.35,"Average"
1074,"Building Blocks FloralWhite 871","Toys",10,4.10,2,5,62,77,4257.33,"Good"
1075,"Action Figure CornflowerBlue 738","Toys",11,4.18,3,5,50,69,3816.39,"Good"
1076,"Action Figure DarkMagenta 470","Toys",9,3.78,1,5,59,74,2875.64,"Average"
1077,"Action Figure OliveDrab 484","Toys",9,4.11,2,5,55,75,4119.75,"Good"
1078,"Building Blocks SlateGray 770","Toys",7,4.00,2,5,40,47,3094.48,"Good"
1079,"Doll Gray 118","Toys",6,4.00,3,5,52,78,3315.78,"Good"
1080,"Puzzle LimeGreen 221","Toys",7,3.29,2,5,43,68,4812.36,"Average"
1081,"Building Blocks DarkSalmon 624","Toys",15,4.33,3,5,74,97,3289.27,"Good"
1082,"Board Game Brown 135","Toys",12,4.33,3,5,63,77,4615.38,"Good"
1083,"Action Figure SkyBlue 377","Toys",13,4.31,3,5,62,74,3085.80,"Good"
1084,"Board Game Maroon 620","Toys",13,3.77,2,5,85,109,2168.01,"Average"
1085,"Puzzle CadetBlue 703","Toys",9,4.33,3,5,59,74,5907.42,"Good"
1086,"Action Figure Orange 891","Toys",15,4.07,2,5,55,81,4246.02,"Good"
1087,"Building Blocks DarkCyan 517","Toys",18,4.17,3,5,110,150,1186.50,"Good"
1088,"Puzzle DodgerBlue 489","Toys",6,4.00,2,5,54,64,4195.84,"Good"
1089,"Doll Indigo 807","Toys",7,3.57,2,5,43,56,4326.56,"Average"
1090,"Action Figure PaleGreen 607","Toys",8,3.88,1,5,67,81,2429.19,"Average"
1091,"Puzzle Gray 243","Toys",13,4.00,1,5,56,76,4919.48,"Good"
1092,"Board Game Sienna 266","Toys",10,3.80,2,5,75,99,4373.82,"Average"
1093,"Action Figure Gainsboro 419","Toys",13,4.08,2,5,59,89,5396.96,"Good"
1094,"Puzzle IndianRed 895","Toys",10,3.30,1,5,69,88,4352.48,"Average"
1095,"Action Figure BlueViolet 416","Toys",12,3.50,2,5,46,62,4786.40,"Average"
1096,"Doll PaleGoldenRod 548","Toys",16,4.06,3,5,76,99,2039.40,"Good"
1097,"Doll Tomato 503","Toys",17,3.65,2,5,100,130,1822.60,"Average"
1098,"Action Figure DimGray 373","Toys",20,3.80,1,5,67,93,3211.29,"Average"
1099,"Puzzle OliveDrab 561","Toys",14,4.07,2,5,79,102,2151.18,"Good"
1100,"Building Blocks MintCream 897","Toys",4,4.00,4,4,46,60,4077.00,"Good"
1101,"Action Figure DarkRed 648","Toys",13,4.08,2,5,99,124,1147.00,"Good"
1102,"Doll DeepPink 521","Toys",9,3.67,2,5,52,63,3461.22,"Average"
1103,"Puzzle LightBlue 505","Toys",10,4.10,2,5,69,84,2215.92,"Good"
1104,"Building Blocks GoldenRod 224","Toys",12,3.75,2,5,50,63,4158.63,"Average"
1105,"Action Figure BlueViolet 644","Toys",11,4.27,4,5,66,82,3220.14,"Good"
1106,"Building Blocks Blue 468","Toys",16,4.00,1,5,71,99,2832.39,"Good"
1107,"Action Figure MediumBlue 996","Toys",10,4.00,3,5,53,64,5027.84,"Good"
1108,"Building Blocks DarkOrchid 948","Toys",20,4.05,2,5,82,109,1431.17,"Good"
1109,"Doll Orange 414","Toys",11,4.36,2,5,56,69,4674.75,"Good"
1110,"Board Game SaddleBrown 749","Toys",12,4.17,2,5,57,72,3867.12,"Good"
1111,"Puzzle Linen 908","Toys",8,4.25,3,5,54,69,4369.08,"Good"
1112,"Action Figure PeachPuff 444","Toys",12,4.50,3,5,90,116,4129.60,"Highly Rated"
1113,"Action Figure Linen 246","Toys",7,4.57,3,5,48,58,4060.58,"Highly Rated"
1114,"Building Blocks LightBlue 395","Toys",12,3.83,1,5,60,84,5076.96,"Average"
1115,"Board Game Peru 523","Toys",16,4.00,2,5,81,105,2285.85,"Good"
1116,"Puzzle Orange 783","Toys",10,4.10,2,5,60,73,3150.68,"Good"
1117,"Board Game NavajoWhite 687","Toys",12,4.25,2,5,60,71,3461.96,"Good"
1118,"Action Figure RosyBrown 973","Toys",10,3.70,2,5,46,64,4103.04,"Average"
1119,"Board Game SteelBlue 872","Toys",15,4.13,2,5,102,135,2320.65,"Good"
1120,"Board Game Purple 134","Toys",9,4.33,3,5,60,85,3658.40,"Good"
1121,"Doll Fuchsia 821","Toys",13,4.08,1,5,56,69,4900.38,"Good"
1122,"Doll Beige 168","Toys",6,4.50,3,5,52,69,3540.39,"Highly Rated"
1123,"Building Blocks AliceBlue 722","Toys",15,3.67,2,5,66,91,4619.16,"Average"
1124,"Board Game SlateGray 468","Toys",7,3.71,3,5,41,58,4227.62,"Average"
1125,"Building Blocks SeaGreen 468","Toys",9,3.78,1,5,41,50,3907.00,"Average"
1126,"Puzzle LavenderBlush 958","Toys",12,3.75,1,5,53,66,3812.16,"Average"
1127,"Action Figure RosyBrown 882","Toys",13,4.15,2,5,76,95,2105.20,"Good"
1128,"Board Game Salmon 556","Toys",4,3.75,3,5,56,76,2969.32,"Average"
1129,"Building Blocks Fuchsia 140","Toys",8,4.00,2,5,66,87,4094.22,"Good"
1130,"Building Blocks Sienna 329","Toys",8,4.63,3,5,39,55,3697.65,"Highly Rated"
1131,"Action Figure PaleGoldenRod 438","Toys",8,3.75,2,5,42,49,2576.42,"Average"
1132,"Building Blocks DarkMagenta 912","Toys",10,3.70,1,5,59,72,3461.04,"Average"
1133,"Board Game CornflowerBlue 691","Toys",6,4.17,3,5,60,69,1852.65,"Good"
1134,"Building Blocks DarkSalmon 277","Toys",5,3.60,1,5,40,53,3114.81,"Average"
1135,"Puzzle MintCream 483","Toys",10,4.10,3,5,44,61,4026.00,"Good"
1136,"Puzzle Plum 191","Toys",6,3.50,3,4,45,64,4904.32,"Average"
1137,"Building Blocks Moccasin 702","Toys",15,4.13,2,5,93,120,1718.40,"Good"
1138,"Doll DarkGoldenRod 156","Toys",17,4.06,1,5,91,125,2842.50,"Good"
1139,"Action Figure Red 357","Toys",3,4.00,2,5,25,34,2622.76,"Good"
1140,"Puzzle Tan 541","Toys",13,4.15,2,5,67,84,4493.16,"Good"
1141,"Doll Teal 732","Toys",8,4.13,2,5,49,58,4507.76,"Good"
1142,"Doll BlueViolet 214","Toys",17,3.53,1,5,96,130,2614.30,"Average"
1143,"Doll BlueViolet 178","Toys",7,3.57,1,5,73,90,1642.50,"Average"
1144,"Building Blocks DarkSeaGreen 909","Toys",18,3.39,1,5,98,121,873.62,"Average"
1145,"Board Game DarkBlue 873","Toys",13,3.85,1,5,51,58,3667.34,"Average"
1146,"Action Figure Maroon 857","Toys",5,4.40,3,5,54,62,3802.46,"Good"
1147,"Building Blocks Teal 310","Toys",8,3.75,2,5,59,79,4679.96,"Average"
1148,"Doll Cyan 839","Toys",21,4.10,2,5,111,133,925.68,"Good"
1149,"Building Blocks CadetBlue 267","Toys",15,4.07,1,5,73,102,2603.04,"Good"
1150,"Building Blocks Tan 413","Toys",11,4.45,3,5,50,69,3641.82,"Good"
1151,"Puzzle OldLace 463","Toys",16,3.81,1,5,81,121,1121.67,"Average"
1152,"Doll DarkSlateBlue 565","Toys",5,3.40,2,5,45,70,5076.40,"Average"
1153,"Puzzle Bisque 472","Toys",12,4.08,3,5,78,89,2792.82,"Good"
1154,"Doll Coral 445","Toys",15,3.93,2,5,79,107,4490.79,"Average"
1155,"Action Figure DarkOliveGreen 231","Toys",14,3.93,1,5,73,107,4412.68,"Average"
1156,"Puzzle GoldenRod 498","Toys",8,4.25,3,5,54,76,3426.84,"Good"
1157,"Board Game DarkSeaGreen 297","Toys",12,3.58,1,5,66,90,2896.20,"Average"
1158,"Action Figure SlateGray 547","Toys",9,4.00,2,5,51,62,4708.90,"Good"
1159,"Doll LightSlateGray 547","Toys",17,4.18,2,5,84,107,1916.37,"Good"
1160,"Board Game FireBrick 845","Toys",14,4.00,1,5,98,124,2013.76,"Good"
1161,"Building Blocks Indigo 932","Toys",8,4.00,3,5,59,86,3896.66,"Good"
1162,"Puzzle Coral 686","Toys",8,4.25,1,5,57,79,3184.49,"Good"
1163,"Building Blocks MediumVioletRed 446","Toys",9,3.56,3,5,54,64,4712.32,"Average"
1164,"Building Blocks LightCoral 887","Toys",8,3.88,3,5,57,81,3840.21,"Average"
1165,"Board Game DimGray 463","Toys",12,3.92,1,5,86,109,712.86,"Average"
1166,"Doll MediumBlue 998","Toys",2,2.50,1,4,37,46,3273.36,"Needs Attention"
1167,"Board Game LightSalmon 685","Toys",3,4.33,3,5,42,54,4099.68,"Good"
1168,"Building Blocks SaddleBrown 550","Toys",10,4.10,1,5,43,57,4224.84,"Good"
1169,"Puzzle DarkTurquoise 982","Toys",13,3.69,1,5,59,81,3903.39,"Average"
1170,"Doll LightCyan 982","Toys",22,3.86,1,5,99,151,2793.50,"Average"
1171,"Board Game SteelBlue 583","Toys",15,4.00,1,5,60,79,4664.95,"Good"
1172,"Building Blocks Silver 713","Toys",13,4.08,2,5,86,107,1764.43,"Good"
1173,"Doll HoneyDew 334","Toys",17,3.35,1,5,107,134,1425.76,"Average"
1174,"Puzzle LightGray 943","Toys",10,3.90,1,5,59,75,2627.25,"Average"
1175,"Board Game Tan 139","Toys",12,4.00,2,5,51,63,3333.33,"Good"
1176,"Board Game LavenderBlush 921","Toys",16,3.44,1,5,84,102,1319.88,"Average"
1177,"Puzzle MediumAquaMarine 346","Toys",20,3.85,1,5,99,127,1120.14,"Average"
1178,"Board Game Navy 669","Toys",6,3.50,2,5,49,64,4056.32,"Average"
1179,"Building Blocks Blue 257","Toys",11,3.45,1,5,46,63,4663.89,"Average"
1180,"Doll Gray 206","Toys",21,3.43,1,5,100,141,1036.35,"Average"
1181,"Puzzle Gainsboro 266","Toys",16,3.31,1,5,87,105,2082.15,"Average"
1182,"Building Blocks PaleGreen 905","Toys",7,4.29,3,5,51,71,3116.90,"Good"
1183,"Doll DodgerBlue 971","Toys",3,4.67,4,5,41,49,3616.69,"Good"
1184,"Puzzle LightSeaGreen 614","Toys",9,4.11,3,5,66,88,4148.32,"Good"
1185,"Building Blocks MediumOrchid 918","Toys",8,4.38,3,5,58,69,3579.03,"Good"
1186,"Building Blocks OldLace 658","Toys",18,3.78,1,5,88,125,1467.50,"Average"
1187,"Building Blocks FloralWhite 107","Toys",14,4.21,1,5,92,121,3331.13,"Good"
1188,"Building Blocks LightGray 949","Toys",14,3.21,1,5,53,63,3851.19,"Average"
1189,"Building Blocks DarkOrange 225","Toys",8,4.38,3,5,53,64,4227.20,"Good"
1190,"Board Game Wheat 727","Toys",10,3.50,1,5,64,89,4958.19,"Average"
1191,"Puzzle BurlyWood 196","Toys",16,3.81,2,5,64,89,4130.49,"Average"
1192,"Puzzle MistyRose 968","Toys",8,3.50,1,5,60,89,5342.67,"Average"
1193,"Puzzle RoyalBlue 416","Toys",13,3.92,2,5,101,123,1554.72,"Average"
1194,"Action Figure Turquoise 442","Toys",22,4.27,3,5,81,98,1660.12,"Good"
1195,"Board Game DarkKhaki 216","Toys",19,4.00,1,5,96,135,878.85,"Good"
1196,"Building Blocks LightCoral 517","Toys",12,3.75,2,5,79,100,2183.00,"Average"
1197,"Building Blocks WhiteSmoke 876","Toys",8,3.38,1,4,58,63,3056.13,"Average"
