"customer_id","first_order_date","last_order_date","customer_lifespan_days","total_orders","avg_order_value","lifetime_revenue","revenue_per_order"
15303,"2022-02-24","2022-02-24",0,1,166.38,166.38,166.38
15304,"2020-06-27","2025-08-09",1869,2,329.11,658.21,329.11
15305,"2020-08-03","2021-10-17",440,2,212.37,424.73,212.37
15307,"2023-05-11","2024-09-10",488,2,77.80,155.59,77.80
15308,"2020-08-21","2020-08-21",0,1,96.80,96.80,96.80
15309,"2025-08-24","2025-08-24",0,1,155.10,155.10,155.10
15310,"2020-05-08","2021-10-30",540,4,139.96,559.82,139.96
15311,"2020-01-20","2020-01-20",0,1,247.37,247.37,247.37
15312,"2024-01-04","2024-01-04",0,1,118.14,118.14,118.14
15315,"2025-09-29","2025-09-29",0,1,426.85,426.85,426.85
15316,"2023-10-17","2024-11-05",385,2,477.07,954.14,477.07
15317,"2022-07-09","2024-10-23",837,3,92.57,277.70,92.57
15319,"2020-04-07","2020-06-16",70,2,261.66,523.32,261.66
15320,"2020-02-25","2020-02-25",0,1,17.19,17.19,17.19
15322,"2021-02-11","2025-02-03",1453,3,106.92,320.77,106.92
15324,"2021-05-08","2021-05-08",0,1,67.70,67.70,67.70
15325,"2020-06-01","2020-06-01",0,1,234.33,234.33,234.33
15326,"2025-08-26","2025-08-26",0,1,244.82,244.82,244.82
15327,"2022-12-02","2022-12-02",0,1,38.70,38.70,38.70
15329,"2021-11-04","2021-11-04",0,1,216.97,216.97,216.97
15330,"2022-06-09","2022-06-09",0,1,159.59,159.59,159.59
15332,"2020-07-20","2024-09-04",1507,3,75.69,227.06,75.69
15333,"2021-09-30","2021-12-05",66,3,248.35,745.06,248.35
15334,"2024-10-03","2025-10-09",371,2,301.37,602.74,301.37
15335,"2023-08-07","2025-03-03",574,3,257.79,773.37,257.79
15336,"2020-10-29","2020-10-29",0,1,106.41,106.41,106.41
15337,"2024-09-20","2024-09-20",0,1,73.75,73.75,73.75
15338,"2021-09-08","2025-06-21",1382,3,78.10,234.31,78.10
15339,"2025-07-29","2025-07-29",0,1,28.55,28.55,28.55
15340,"2022-01-14","2022-08-18",216,2,171.52,343.04,171.52
15341,"2022-07-20","2023-04-09",263,2,177.03,354.05,177.03
15342,"2021-08-01","2021-08-01",0,1,119.96,119.96,119.96
15344,"2022-09-20","2024-07-16",665,3,214.15,642.46,214.15
15346,"2021-12-17","2024-09-09",997,2,39.45,78.90,39.45
15347,"2023-03-26","2024-06-24",456,2,83.03,166.05,83.03
15349,"2020-02-27","2022-10-22",968,4,243.59,974.36,243.59
15350,"2020-03-07","2022-02-28",723,3,91.05,273.16,91.05
15352,"2024-11-26","2024-11-26",0,1,92.16,92.16,92.16
15353,"2021-03-01","2024-09-10",1289,2,84.40,168.79,84.40
15354,"2022-01-09","2025-10-04",1364,2,44.17,88.34,44.17
15355,"2020-12-25","2020-12-25",0,1,427.28,427.28,427.28
15356,"2020-08-12","2024-02-06",1273,3,67.40,202.19,67.40
15357,"2023-01-14","2023-08-18",216,2,166.41,332.82,166.41
15358,"2023-10-08","2023-10-08",0,1,171.77,171.77,171.77
15359,"2023-03-12","2023-03-12",0,1,400.56,400.56,400.56
15360,"2020-03-19","2025-08-05",1965,3,214.36,643.09,214.36
15361,"2021-12-18","2021-12-18",0,1,239.45,239.45,239.45
15364,"2020-09-10","2020-09-10",0,1,49.85,49.85,49.85
15365,"2022-02-04","2022-02-04",0,1,71.48,71.48,71.48
15366,"2022-08-11","2022-08-11",0,1,45.62,45.62,45.62
15367,"2020-11-07","2020-11-07",0,1,135.04,135.04,135.04
15368,"2024-01-11","2025-08-26",593,2,167.93,335.85,167.93
15369,"2021-04-02","2022-07-03",457,2,39.08,78.15,39.08
15370,"2020-09-28","2022-07-28",668,2,55.33,110.66,55.33
15371,"2021-07-03","2025-10-14",1564,3,236.65,709.94,236.65
15372,"2022-09-04","2025-05-01",970,4,44.61,178.45,44.61
15373,"2025-06-12","2025-06-12",0,1,129.74,129.74,129.74
15374,"2021-03-17","2025-01-15",1400,4,81.94,327.75,81.94
15375,"2020-07-08","2025-10-14",1924,3,57.99,173.97,57.99
15376,"2021-11-05","2023-06-09",581,3,55.27,165.81,55.27
15377,"2020-04-19","2024-06-19",1522,4,124.80,499.20,124.80
15378,"2022-06-11","2024-05-08",697,2,124.23,248.46,124.23
15379,"2023-06-06","2023-06-06",0,1,234.00,234.00,234.00
15380,"2024-04-07","2024-04-07",0,1,89.62,89.62,89.62
15381,"2020-02-25","2025-01-17",1788,3,45.82,137.45,45.82
15382,"2024-03-21","2024-11-14",238,2,26.79,53.57,26.79
15384,"2022-12-06","2024-08-28",631,2,140.44,280.88,140.44
15385,"2021-10-29","2025-03-17",1235,2,68.03,136.05,68.03
15387,"2020-09-03","2024-05-17",1352,3,135.26,405.77,135.26
15389,"2020-05-09","2020-05-09",0,1,21.61,21.61,21.61
15391,"2023-05-04","2023-05-04",0,1,29.96,29.96,29.96
15392,"2020-12-14","2020-12-14",0,1,101.21,101.21,101.21
15393,"2022-03-25","2025-04-02",1104,2,26.19,52.38,26.19
15394,"2024-01-03","2024-08-04",214,2,86.68,173.35,86.68
15395,"2021-06-25","2021-06-25",0,1,364.13,364.13,364.13
15396,"2021-01-26","2023-10-06",983,2,231.30,462.59,231.30
15397,"2021-03-27","2021-03-27",0,1,56.86,56.86,56.86
15398,"2022-08-10","2022-08-10",0,1,42.60,42.60,42.60
15399,"2024-07-08","2024-07-08",0,1,13.80,13.80,13.80
15400,"2020-11-16","2020-11-16",0,1,61.64,61.64,61.64
15401,"2021-03-18","2023-05-20",793,3,246.71,740.12,246.71
15402,"2024-02-18","2025-05-31",468,2,219.84,439.68,219.84
15403,"2022-08-07","2024-07-16",709,2,138.53,277.06,138.53
15404,"2021-09-06","2024-06-04",1002,2,104.67,209.34,104.67
15405,"2023-10-16","2024-08-09",298,2,47.35,94.69,47.35
15406,"2022-10-25","2025-09-23",1064,3,50.57,151.70,50.57
15408,"2023-05-17","2023-05-17",0,1,271.57,271.57,271.57
15410,"2021-08-30","2024-05-21",995,5,74.21,371.07,74.21
15411,"2021-10-16","2021-10-16",0,1,219.73,219.73,219.73
15412,"2024-07-10","2024-07-10",0,1,58.49,58.49,58.49
15413,"2025-04-01","2025-04-01",0,1,38.75,38.75,38.75
15414,"2020-03-09","2023-05-23",1170,5,155.94,779.71,155.94
15415,"2023-01-01","2023-05-28",147,2,32.40,64.80,32.40
15416,"2020-08-21","2024-11-18",1550,3,124.21,372.63,124.21
15417,"2021-05-10","2023-08-21",833,2,136.01,272.02,136.01
15419,"2020-04-09","2021-02-26",323,2,253.39,506.78,253.39
15420,"2022-05-11","2022-05-11",0,1,35.03,35.03,35.03
15422,"2020-04-28","2021-07-13",441,2,108.42,216.84,108.42
15423,"2022-02-06","2025-07-04",1244,4,123.12,492.49,123.12
15424,"2024-11-14","2024-11-14",0,1,6.98,6.98,6.98
15425,"2021-10-23","2025-08-27",1404,4,115.40,461.59,115.40
15426,"2022-12-25","2022-12-25",0,1,469.68,469.68,469.68
15427,"2020-01-09","2023-10-13",1373,3,81.97,245.92,81.97
15429,"2020-12-24","2024-07-29",1313,4,76.35,305.38,76.35
15430,"2025-08-02","2025-08-02",0,1,59.96,59.96,59.96
15431,"2021-02-18","2021-02-18",0,1,242.45,242.45,242.45
15432,"2024-09-15","2024-09-15",0,1,74.98,74.98,74.98
15433,"2024-10-01","2024-10-01",0,1,248.94,248.94,248.94
15435,"2022-07-20","2025-09-29",1167,5,327.33,1636.67,327.33
15436,"2024-03-17","2024-03-17",0,1,110.69,110.69,110.69
15437,"2020-06-09","2022-01-15",585,3,175.59,526.77,175.59
15438,"2023-10-04","2023-10-04",0,1,134.91,134.91,134.91
15439,"2024-03-04","2024-03-04",0,1,90.91,90.91,90.91
15440,"2020-05-12","2022-03-04",661,2,158.47,316.93,158.47
15441,"2020-11-19","2023-01-23",795,3,62.07,186.22,62.07
15443,"2023-10-11","2023-10-11",0,1,9.39,9.39,9.39
15444,"2021-04-09","2023-09-19",893,4,197.68,790.73,197.68
15445,"2022-09-03","2022-09-03",0,1,89.68,89.68,89.68
15446,"2021-07-26","2025-03-10",1323,6,138.93,833.60,138.93
15448,"2021-02-22","2022-12-12",658,2,166.17,332.34,166.17
15449,"2021-05-03","2022-03-19",320,2,121.87,243.73,121.87
15451,"2022-08-06","2024-04-13",616,3,38.45,115.36,38.45
15452,"2020-10-02","2024-01-29",1214,2,155.78,311.56,155.78
15453,"2020-12-08","2021-05-14",157,2,249.94,499.88,249.94
15454,"2021-01-08","2023-10-01",996,3,68.31,204.93,68.31
15455,"2022-08-17","2022-08-17",0,1,81.98,81.98,81.98
15456,"2022-06-27","2022-06-27",0,1,55.73,55.73,55.73
15457,"2021-09-04","2021-09-04",0,1,479.93,479.93,479.93
15459,"2021-02-26","2024-06-05",1195,2,76.65,153.30,76.65
15460,"2022-11-24","2025-05-24",912,4,97.82,391.26,97.82
15461,"2023-10-15","2024-11-30",412,2,156.08,312.15,156.08
15462,"2025-10-10","2025-10-10",0,1,149.98,149.98,149.98
15464,"2021-01-27","2025-07-28",1643,2,26.47,52.93,26.47
15465,"2021-10-18","2024-11-22",1131,2,28.92,57.83,28.92
15466,"2020-01-30","2020-01-30",0,1,44.15,44.15,44.15
15468,"2021-12-20","2021-12-25",5,2,150.30,300.59,150.30
15469,"2020-05-23","2022-10-11",871,4,38.07,152.28,38.07
15470,"2023-12-04","2023-12-04",0,1,222.84,222.84,222.84
15471,"2025-04-14","2025-04-14",0,1,236.20,236.20,236.20
15472,"2020-02-01","2021-05-17",471,2,338.34,676.68,338.34
15473,"2025-04-10","2025-08-10",122,2,295.62,591.24,295.62
15474,"2024-07-18","2024-09-09",53,2,55.11,110.21,55.11
15475,"2020-10-12","2024-09-10",1429,6,203.54,1221.25,203.54
15476,"2021-07-08","2021-07-08",0,1,127.84,127.84,127.84
15477,"2021-09-06","2025-02-27",1270,4,107.37,429.49,107.37
15478,"2021-12-22","2025-03-26",1190,2,147.65,295.29,147.65
15479,"2020-06-11","2020-06-11",0,1,29.99,29.99,29.99
15480,"2020-04-06","2025-05-19",1869,3,140.97,422.91,140.97
15481,"2020-10-13","2021-12-17",430,3,155.60,466.80,155.60
15482,"2023-10-24","2023-10-24",0,1,50.82,50.82,50.82
15483,"2024-09-17","2024-09-17",0,1,193.86,193.86,193.86
15484,"2020-04-06","2024-02-29",1424,3,172.16,516.48,172.16
15487,"2025-07-15","2025-07-15",0,1,56.50,56.50,56.50
15489,"2023-09-20","2025-10-23",764,2,103.43,206.85,103.43
15490,"2021-05-31","2024-03-26",1030,4,127.60,510.39,127.60
15491,"2023-03-28","2023-03-28",0,1,81.76,81.76,81.76
15492,"2023-04-26","2025-05-25",760,4,159.77,639.09,159.77
15493,"2021-09-14","2021-09-14",0,1,870.81,870.81,870.81
15494,"2022-10-05","2022-10-05",0,1,226.25,226.25,226.25
15496,"2023-12-30","2023-12-30",0,1,76.94,76.94,76.94
15497,"2022-12-17","2022-12-17",0,1,105.49,105.49,105.49
15498,"2021-08-09","2021-08-09",0,1,39.74,39.74,39.74
15500,"2022-07-04","2022-07-04",0,1,32.13,32.13,32.13
15501,"2022-03-17","2023-03-28",376,2,111.91,223.81,111.91
15502,"2020-02-29","2023-08-02",1250,5,172.75,863.74,172.75
15504,"2021-01-22","2025-06-19",1609,2,57.82,115.64,57.82
15505,"2022-06-16","2022-07-09",23,2,280.76,561.51,280.76
15506,"2022-09-24","2025-10-11",1113,3,35.33,105.98,35.33
15507,"2020-06-09","2022-12-02",906,3,186.31,558.93,186.31
15508,"2020-10-22","2024-04-19",1275,3,129.03,387.10,129.03
15509,"2020-09-04","2025-02-21",1631,2,202.29,404.58,202.29
15510,"2020-01-30","2023-02-10",1107,3,160.00,480.01,160.00
15511,"2024-04-26","2025-08-09",470,4,81.93,327.73,81.93
15512,"2021-03-04","2024-11-22",1359,2,171.50,342.99,171.50
15513,"2024-06-23","2024-06-23",0,1,47.18,47.18,47.18
15514,"2023-12-19","2023-12-19",0,1,94.04,94.04,94.04
15515,"2021-05-01","2021-05-01",0,1,163.74,163.74,163.74
15516,"2023-07-01","2025-06-15",715,3,55.10,165.30,55.10
15517,"2023-01-17","2024-06-14",514,2,508.90,1017.80,508.90
15518,"2021-10-04","2025-07-02",1367,3,121.55,364.64,121.55
15519,"2020-03-05","2021-03-18",378,3,165.24,495.72,165.24
15521,"2021-02-10","2021-02-10",0,1,106.94,106.94,106.94
15522,"2020-05-22","2024-07-04",1504,5,275.80,1379.00,275.80
15523,"2020-07-31","2021-06-08",312,2,109.88,219.76,109.88
15524,"2024-11-03","2024-11-03",0,1,16.16,16.16,16.16
15525,"2023-02-02","2023-02-02",0,1,8.33,8.33,8.33
15526,"2022-11-15","2023-12-04",384,3,90.34,271.02,90.34
15528,"2023-04-29","2023-04-29",0,1,342.60,342.60,342.60
15529,"2022-06-28","2022-06-28",0,1,163.10,163.10,163.10
15531,"2020-04-02","2020-06-04",63,2,96.56,193.11,96.56
15532,"2020-10-03","2023-11-11",1134,3,134.99,404.97,134.99
15533,"2020-11-12","2023-03-30",868,2,73.55,147.09,73.55
15536,"2021-04-10","2025-07-07",1549,5,62.65,313.26,62.65
15538,"2020-12-01","2025-08-15",1718,2,299.50,598.99,299.50
15539,"2021-08-24","2021-11-30",98,2,37.67,75.34,37.67
15540,"2020-02-29","2025-02-22",1820,2,105.37,210.73,105.37
15541,"2023-04-24","2023-04-24",0,1,17.88,17.88,17.88
15542,"2020-12-03","2022-12-17",744,2,60.01,120.02,60.01
15543,"2022-07-11","2025-08-02",1118,3,66.04,198.13,66.04
15544,"2021-01-02","2025-01-05",1464,2,191.56,383.12,191.56
15545,"2020-03-09","2023-12-26",1387,3,48.77,146.31,48.77
15547,"2020-05-13","2022-07-02",780,3,153.47,460.42,153.47
15548,"2020-03-12","2024-01-23",1412,3,103.17,309.52,103.17
15550,"2020-02-17","2025-01-14",1793,2,99.53,199.06,99.53
15551,"2020-10-20","2020-10-20",0,1,60.55,60.55,60.55
15554,"2021-06-11","2022-06-14",368,2,22.95,45.90,22.95
15556,"2023-07-23","2024-11-01",467,2,71.70,143.40,71.70
15557,"2023-05-24","2023-05-24",0,1,123.10,123.10,123.10
15558,"2023-07-17","2023-09-22",67,2,287.59,575.17,287.59
15560,"2025-02-06","2025-02-06",0,1,55.68,55.68,55.68
15561,"2020-03-11","2025-02-13",1800,4,64.72,258.87,64.72
15562,"2022-05-04","2022-05-08",4,2,270.66,541.31,270.66
15563,"2021-10-02","2024-11-26",1151,3,77.08,231.24,77.08
15564,"2022-02-24","2022-02-24",0,1,311.99,311.99,311.99
15565,"2021-01-17","2021-01-17",0,1,16.82,16.82,16.82
15566,"2021-07-28","2021-07-28",0,1,17.88,17.88,17.88
15569,"2025-03-31","2025-03-31",0,1,8.03,8.03,8.03
15570,"2021-03-22","2023-04-19",758,3,171.08,513.23,171.08
15571,"2021-12-25","2024-10-04",1014,4,198.43,793.73,198.43
15572,"2021-10-18","2024-07-04",990,3,118.62,355.85,118.62
15574,"2022-05-06","2024-04-19",714,2,144.60,289.20,144.60
15575,"2023-07-16","2025-04-21",645,2,78.88,157.76,78.88
15576,"2020-08-13","2024-09-26",1505,4,121.97,487.86,121.97
15577,"2023-02-15","2023-02-15",0,1,112.43,112.43,112.43
15578,"2022-10-02","2022-10-02",0,1,64.40,64.40,64.40
15579,"2021-09-05","2024-09-02",1093,3,54.85,164.56,54.85
15580,"2021-04-04","2025-08-18",1597,4,101.07,404.28,101.07
15581,"2023-03-02","2023-03-02",0,1,40.19,40.19,40.19
15582,"2021-09-23","2024-11-21",1155,2,135.55,271.09,135.55
15584,"2022-01-27","2024-03-03",766,3,91.80,275.39,91.80
15585,"2022-02-22","2024-12-20",1032,4,166.20,664.81,166.20
15586,"2022-03-20","2024-09-04",899,3,181.31,543.94,181.31
15587,"2024-09-06","2024-09-06",0,1,102.08,102.08,102.08
15588,"2022-02-16","2025-04-19",1158,3,102.31,306.93,102.31
15589,"2020-01-09","2024-09-16",1712,2,23.29,46.57,23.29
15590,"2021-07-07","2024-10-04",1185,3,117.92,353.76,117.92
15591,"2020-01-07","2021-04-30",479,2,148.92,297.83,148.92
15592,"2021-12-31","2022-09-06",249,2,40.58,81.15,40.58
15594,"2023-09-21","2023-09-21",0,1,70.10,70.10,70.10
15595,"2023-08-22","2025-02-17",545,3,70.76,212.28,70.76
15596,"2023-04-30","2024-01-12",257,2,167.70,335.40,167.70
15597,"2023-01-25","2023-06-17",143,2,427.30,854.59,427.30
15598,"2025-01-12","2025-01-12",0,1,188.73,188.73,188.73
15599,"2023-05-08","2023-05-08",0,1,16.16,16.16,16.16
15600,"2020-11-17","2024-04-21",1251,2,95.41,190.81,95.41
15601,"2021-09-22","2021-09-22",0,1,155.55,155.55,155.55
15602,"2025-08-08","2025-08-08",0,1,51.57,51.57,51.57
15603,"2022-08-25","2024-09-11",748,2,126.93,253.85,126.93
15605,"2020-09-27","2023-10-09",1107,3,128.91,386.73,128.91
15606,"2023-08-20","2024-01-06",139,2,115.38,230.76,115.38
15608,"2022-06-06","2025-06-05",1095,2,98.82,197.63,98.82
15609,"2025-05-14","2025-05-14",0,1,19.56,19.56,19.56
15610,"2022-08-28","2024-03-12",562,2,86.69,173.37,86.69
15611,"2021-01-03","2021-01-03",0,1,61.55,61.55,61.55
15612,"2020-10-15","2023-06-06",964,3,123.73,371.19,123.73
15613,"2021-03-08","2025-08-23",1629,2,223.68,447.36,223.68
15614,"2021-01-11","2023-02-16",766,2,105.31,210.61,105.31
15617,"2023-01-21","2023-01-21",0,1,162.98,162.98,162.98
15618,"2020-05-02","2023-10-31",1277,3,170.93,512.78,170.93
15619,"2024-04-18","2024-04-18",0,1,45.19,45.19,45.19
15620,"2024-03-16","2024-03-16",0,1,151.44,151.44,151.44
15621,"2023-05-28","2025-10-15",871,2,176.06,352.11,176.06
15622,"2023-07-02","2024-06-11",345,3,226.26,678.78,226.26
15624,"2020-01-11","2020-01-11",0,1,29.44,29.44,29.44
15625,"2023-05-18","2023-05-18",0,1,27.68,27.68,27.68
15626,"2021-05-23","2021-05-23",0,1,110.34,110.34,110.34
15627,"2023-08-20","2023-08-20",0,1,36.06,36.06,36.06
15629,"2022-04-28","2022-04-28",0,1,301.66,301.66,301.66
15630,"2020-05-02","2020-05-02",0,1,356.62,356.62,356.62
15631,"2021-11-22","2024-06-07",928,3,97.61,292.84,97.61
15632,"2021-01-26","2023-10-22",999,3,141.07,423.21,141.07
15633,"2022-01-21","2024-03-10",779,3,25.77,77.30,25.77
15634,"2021-01-07","2024-01-29",1117,3,63.13,189.40,63.13
15635,"2025-06-09","2025-06-09",0,1,142.24,142.24,142.24
15637,"2023-09-08","2025-02-22",533,2,42.36,84.71,42.36
15638,"2022-04-05","2025-07-01",1183,3,150.76,452.28,150.76
15639,"2022-05-04","2023-08-20",473,3,88.83,266.48,88.83
15641,"2020-10-09","2023-08-19",1044,2,61.26,122.51,61.26
15642,"2022-11-18","2025-06-15",940,4,65.90,263.58,65.90
15644,"2020-07-17","2023-08-31",1140,2,136.46,272.91,136.46
15645,"2022-09-21","2023-02-06",138,2,75.66,151.31,75.66
15646,"2021-02-24","2024-11-25",1370,3,69.08,207.24,69.08
15647,"2021-08-03","2022-11-18",472,4,326.99,1307.94,326.99
15648,"2025-03-31","2025-03-31",0,1,6.80,6.80,6.80
15649,"2023-09-29","2025-01-31",490,2,111.96,223.92,111.96
15650,"2023-02-14","2023-10-23",251,3,55.11,165.32,55.11
15651,"2020-02-20","2020-02-20",0,1,11.63,11.63,11.63
15652,"2021-07-22","2021-07-22",0,1,35.74,35.74,35.74
15653,"2021-02-05","2025-10-21",1719,2,71.91,143.82,71.91
15654,"2022-02-18","2022-02-18",0,1,59.06,59.06,59.06
15655,"2020-02-02","2023-03-28",1150,2,56.46,112.92,56.46
15656,"2020-11-05","2024-02-20",1202,2,206.68,413.36,206.68
15657,"2022-08-18","2024-03-27",587,4,123.04,492.17,123.04
15658,"2020-10-28","2022-08-30",671,2,100.79,201.57,100.79
15659,"2020-10-04","2025-02-18",1598,3,167.62,502.87,167.62
15660,"2025-10-30","2025-10-30",0,1,509.67,509.67,509.67
15662,"2020-01-23","2025-07-30",2015,3,47.88,143.63,47.88
15663,"2021-02-23","2025-09-30",1680,4,100.78,403.11,100.78
15664,"2020-01-28","2025-03-24",1882,4,90.05,360.18,90.05
15665,"2025-09-16","2025-09-16",0,1,376.75,376.75,376.75
15666,"2020-02-24","2025-01-14",1786,2,178.59,357.17,178.59
15667,"2021-04-10","2023-04-09",729,2,115.32,230.63,115.32
15668,"2021-05-05","2021-11-01",180,3,171.88,515.63,171.88
15669,"2024-07-09","2024-07-09",0,1,52.69,52.69,52.69
15670,"2025-09-13","2025-09-13",0,1,4.50,4.50,4.50
15671,"2023-03-19","2023-03-19",0,1,35.49,35.49,35.49
15672,"2021-02-01","2021-02-01",0,1,9.69,9.69,9.69
15673,"2020-01-05","2025-08-15",2049,4,83.42,333.69,83.42
15674,"2024-02-14","2024-02-14",0,1,191.67,191.67,191.67
15675,"2022-01-01","2022-01-01",0,1,100.37,100.37,100.37
15676,"2024-07-08","2024-07-08",0,1,125.44,125.44,125.44
15677,"2022-10-30","2023-07-08",251,2,497.64,995.27,497.64
15678,"2025-08-09","2025-08-09",0,1,468.80,468.80,468.80
15680,"2020-01-29","2020-09-27",242,2,82.04,164.08,82.04
15681,"2023-12-05","2025-10-17",682,3,196.25,588.75,196.25
15682,"2023-08-14","2023-08-14",0,1,321.63,321.63,321.63
15683,"2023-05-13","2024-07-13",427,2,133.62,267.24,133.62
15685,"2025-03-26","2025-03-26",0,1,83.73,83.73,83.73
15686,"2025-10-07","2025-10-07",0,1,425.69,425.69,425.69
15688,"2024-03-24","2024-03-24",0,1,238.80,238.80,238.80
15689,"2021-03-03","2021-03-03",0,1,21.32,21.32,21.32
15690,"2025-07-12","2025-07-12",0,1,361.70,361.70,361.70
15691,"2021-10-10","2024-06-04",968,2,50.80,101.60,50.80
15692,"2023-09-30","2025-09-22",723,2,115.34,230.68,115.34
15693,"2020-10-29","2020-10-29",0,1,549.85,549.85,549.85
15694,"2023-06-25","2023-06-25",0,1,129.85,129.85,129.85
15696,"2022-01-17","2022-01-17",0,1,27.18,27.18,27.18
15697,"2021-07-06","2024-04-02",1001,5,84.15,420.73,84.15
15698,"2021-09-02","2021-09-02",0,1,33.60,33.60,33.60
15699,"2022-04-06","2023-04-02",361,2,41.41,82.81,41.41
15701,"2021-01-28","2024-03-01",1128,3,145.88,437.65,145.88
15702,"2025-09-14","2025-09-14",0,1,56.40,56.40,56.40
15703,"2020-01-18","2022-05-15",848,2,228.96,457.91,228.96
15704,"2022-01-12","2022-01-12",0,1,318.71,318.71,318.71
15706,"2020-09-21","2024-07-27",1405,3,133.37,400.10,133.37
15707,"2020-06-02","2025-04-28",1791,3,73.60,220.79,73.60
15710,"2022-06-29","2022-06-29",0,1,23.23,23.23,23.23
15711,"2021-11-23","2021-11-23",0,1,35.60,35.60,35.60
15713,"2021-09-13","2023-05-06",600,3,119.36,358.09,119.36
15714,"2020-09-21","2025-04-24",1676,3,80.83,242.49,80.83
15715,"2020-01-10","2023-10-12",1371,2,82.98,165.96,82.98
15716,"2020-05-10","2023-04-18",1073,3,24.79,74.36,24.79
15717,"2021-07-07","2024-06-15",1074,5,85.19,425.94,85.19
15718,"2020-02-24","2023-04-03",1134,3,76.44,229.33,76.44
15719,"2021-10-30","2021-10-30",0,1,22.80,22.80,22.80
15720,"2020-03-28","2021-08-09",499,2,54.38,108.75,54.38
15721,"2021-02-18","2022-04-12",418,2,114.08,228.15,114.08
15722,"2022-10-31","2024-07-17",625,3,53.14,159.41,53.14
15723,"2024-11-02","2024-11-02",0,1,226.32,226.32,226.32
15724,"2022-05-31","2025-09-09",1197,2,105.70,211.39,105.70
15726,"2023-01-06","2023-01-06",0,1,96.90,96.90,96.90
15728,"2020-04-20","2024-01-15",1365,5,140.55,702.73,140.55
15729,"2021-02-19","2024-05-19",1185,6,178.08,1068.46,178.08
15731,"2023-06-09","2025-05-02",693,2,432.56,865.12,432.56
15733,"2020-08-22","2025-09-19",1854,3,202.29,606.87,202.29
15734,"2024-02-22","2024-08-08",168,2,112.12,224.23,112.12
15735,"2022-11-21","2022-11-21",0,1,106.99,106.99,106.99
15736,"2023-07-07","2023-07-07",0,1,320.82,320.82,320.82
15738,"2021-09-11","2024-02-29",901,2,68.95,137.90,68.95
15739,"2023-09-06","2023-09-06",0,1,476.99,476.99,476.99
15741,"2021-05-16","2025-06-14",1490,2,218.17,436.33,218.17
15742,"2020-10-22","2023-09-04",1047,2,33.49,66.97,33.49
15744,"2020-02-12","2025-05-16",1920,4,94.10,376.41,94.10
15745,"2021-10-20","2024-05-23",946,4,117.95,471.80,117.95
15746,"2023-11-28","2025-08-02",613,2,148.33,296.66,148.33
15747,"2021-12-18","2025-07-10",1300,3,75.22,225.67,75.22
15748,"2020-08-08","2022-01-23",533,2,48.84,97.68,48.84
15749,"2024-03-14","2024-03-14",0,1,152.98,152.98,152.98
15750,"2020-02-06","2021-08-05",546,3,261.69,785.08,261.69
15751,"2023-12-25","2025-04-21",483,3,64.10,192.29,64.10
15752,"2020-03-10","2020-03-10",0,1,94.49,94.49,94.49
15753,"2023-07-12","2024-07-28",382,2,93.38,186.75,93.38
15754,"2021-04-03","2025-08-27",1607,2,92.98,185.96,92.98
15755,"2024-03-08","2025-08-15",525,2,47.81,95.62,47.81
15756,"2022-03-12","2025-08-30",1267,6,135.87,815.20,135.87
15757,"2020-08-19","2022-06-04",654,3,311.37,934.11,311.37
15759,"2020-09-20","2025-07-21",1765,3,150.95,452.85,150.95
15760,"2022-08-13","2022-08-13",0,1,305.71,305.71,305.71
15761,"2024-06-23","2024-06-23",0,1,10.21,10.21,10.21
15762,"2020-03-06","2024-08-31",1639,2,157.88,315.76,157.88
15763,"2021-01-28","2021-01-28",0,1,44.88,44.88,44.88
15764,"2021-06-04","2021-06-29",25,2,24.12,48.24,24.12
15765,"2021-03-26","2021-03-26",0,1,39.71,39.71,39.71
15766,"2020-02-04","2023-03-16",1136,4,126.48,505.92,126.48
15768,"2023-06-21","2023-06-21",0,1,116.37,116.37,116.37
15769,"2025-10-18","2025-10-18",0,1,71.20,71.20,71.20
15770,"2021-07-26","2023-12-21",878,2,250.71,501.42,250.71
15771,"2023-06-23","2024-09-29",464,2,106.35,212.70,106.35
15772,"2020-08-01","2022-11-23",844,2,44.79,89.57,44.79
15773,"2023-11-05","2023-11-05",0,1,476.33,476.33,476.33
15774,"2023-05-17","2023-05-17",0,1,168.29,168.29,168.29
15775,"2021-03-28","2021-03-28",0,1,107.00,107.00,107.00
15776,"2023-08-04","2024-11-10",464,2,290.60,581.20,290.60
15778,"2021-02-11","2021-02-11",0,1,219.14,219.14,219.14
15780,"2021-04-29","2024-03-21",1057,2,36.15,72.29,36.15
15781,"2020-11-06","2024-12-17",1502,4,77.88,311.50,77.88
15782,"2022-05-10","2022-05-10",0,1,276.57,276.57,276.57
15783,"2020-01-28","2025-05-10",1929,3,82.04,246.11,82.04
15784,"2020-01-08","2023-07-21",1290,4,222.05,888.21,222.05
15785,"2024-01-31","2024-07-09",160,2,89.77,179.53,89.77
15786,"2021-12-28","2024-07-25",940,3,60.16,180.47,60.16
15788,"2020-04-17","2023-09-01",1232,3,78.59,235.78,78.59
15790,"2020-01-04","2020-01-04",0,1,107.98,107.98,107.98
15791,"2021-03-05","2023-03-06",731,2,197.62,395.24,197.62
15793,"2021-01-08","2021-01-08",0,1,279.83,279.83,279.83
15794,"2020-03-16","2020-07-07",113,2,127.54,255.08,127.54
